cip,major,category,family,source,path_label,traditional_entry,job_1,why_1,soc_1,job_2,why_2,soc_2,job_3,why_3,soc_3
47.0201,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician",Mechanic Technologies,other,cip2,Mechanic Technologies,heating,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,Logistician,"Inventory, freight, and network design; operations with a real constraint set.",13-1081
47.0302,Heavy Equipment Maintenance Technology/Technician,Mechanic Technologies,other,cip2,Mechanic Technologies,mobile heavy equipment mechanics,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,Logistician,"Inventory, freight, and network design; operations with a real constraint set.",13-1081
47.0303,Industrial Mechanics and Maintenance Technology/Technician,Mechanic Technologies,other,cip2,Mechanic Technologies,industrial machinery mechanics,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,Logistician,"Inventory, freight, and network design; operations with a real constraint set.",13-1081
47.0402,Gunsmithing/Gunsmith,Mechanic Technologies,other,cip2,Mechanic Technologies,installation,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,Logistician,"Inventory, freight, and network design; operations with a real constraint set.",13-1081
47.0403,Locksmithing and Safe Repair,Mechanic Technologies,other,cip2,Mechanic Technologies,locksmiths and safe repairers,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,Logistician,"Inventory, freight, and network design; operations with a real constraint set.",13-1081
47.0404,Musical Instrument Fabrication and Repair,Mechanic Technologies,other,cip2,Mechanic Technologies,musical instrument repairers and tuners,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,Logistician,"Inventory, freight, and network design; operations with a real constraint set.",13-1081
47.0408,Watchmaking and Jewelrymaking,Mechanic Technologies,other,cip2,Mechanic Technologies,jewelers and precious stone and metal workers,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,Logistician,"Inventory, freight, and network design; operations with a real constraint set.",13-1081
47.0409,Parts and Warehousing Operations and Maintenance Technology/Technician,Mechanic Technologies,other,cip2,Mechanic Technologies,installation,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,Logistician,"Inventory, freight, and network design; operations with a real constraint set.",13-1081
47.0499,"Precision Systems Maintenance and Repair Technologies/Technicians, Other",Mechanic Technologies,other,cip2,Mechanic Technologies,precision instrument and equipment repairers,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,Logistician,"Inventory, freight, and network design; operations with a real constraint set.",13-1081
47.0600,"Vehicle Maintenance and Repair Technology/Technician, General",Mechanic Technologies,other,cip4,Vehicle Maintenance,auto mechanic,Service / parts sales specialist,You specify tools and parts for shops — the commercial side of the bay.,41-9031,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,Logistician,"Inventory, freight, and network design; operations with a real constraint set.",13-1081
47.0603,Autobody/Collision and Repair Technology/Technician,Mechanic Technologies,other,cip4,Vehicle Maintenance,auto mechanic,Service / parts sales specialist,You specify tools and parts for shops — the commercial side of the bay.,41-9031,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,Logistician,"Inventory, freight, and network design; operations with a real constraint set.",13-1081
47.0604,Automobile/Automotive Mechanics Technology/Technician,Mechanic Technologies,other,cip4,Vehicle Maintenance,auto mechanic,Service / parts sales specialist,You specify tools and parts for shops — the commercial side of the bay.,41-9031,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,Logistician,"Inventory, freight, and network design; operations with a real constraint set.",13-1081
47.0605,Diesel Mechanics Technology/Technician,Mechanic Technologies,other,cip4,Vehicle Maintenance,auto mechanic,Service / parts sales specialist,You specify tools and parts for shops — the commercial side of the bay.,41-9031,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,Logistician,"Inventory, freight, and network design; operations with a real constraint set.",13-1081
47.0606,Small Engine Mechanics and Repair Technology/Technician,Mechanic Technologies,other,cip4,Vehicle Maintenance,auto mechanic,Service / parts sales specialist,You specify tools and parts for shops — the commercial side of the bay.,41-9031,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,Logistician,"Inventory, freight, and network design; operations with a real constraint set.",13-1081
47.0607,Airframe Mechanics and Aircraft Maintenance Technology/Technician,Mechanic Technologies,other,cip4,Vehicle Maintenance,auto mechanic,Service / parts sales specialist,You specify tools and parts for shops — the commercial side of the bay.,41-9031,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,Logistician,"Inventory, freight, and network design; operations with a real constraint set.",13-1081
